28 @-@ Year @-@ Old Chef Found Dead at San Francisco Mal ||| 28 岁 厨师 被 发现 死 于 旧金山 一家 商
but despite the smiles for the cameras , few here are convinced - especially now , just before parliamentary elections ||| 尽管 在 镜头 前 满面笑容 ， 可是 几乎 没 人 信服 — — 特别 是 在 议会选举 之前 的 这个 时候
so is this the fall @-@ out from some kind of power struggle ||| 所以 ， 这 是 在 某种 权力 争夺 中 落败 导致 的 吗
no @-@ one knows yet ||| 尚无 从 得知
but the official claim - that a man once touted as a potential president , suddenly wanted to run Russia &apos;s environmental policy - has been met with great scepticism ||| 但是 ， 官方 说法 — — 一个 曾 被 视为 总统 候选人 的 人选 突然 间 选择 执掌 俄罗斯 的 环境 政策 — — 引来 了 众多 怀疑
in remarks to Mr Putin , quoted on the Kremlin website , Mr Ivanov said &quot; it &apos;s true that in early 2012 I asked you , in a conversation , to entrust me with this very complicated post , even - you could say - troublesome post , for four years ||| 克里姆林宫 网站 上 引述 了 伊万诺夫 先生 与 普京 先生 的 对话 ， 他 说 ： " 是 的 ， 2012 年初 ， 我 曾 在 一次 对话 中 请求 你 予以 我 这个 难 做 的 职位 ， 甚至 可以 说 是 麻烦 的 职位 ， 四年 的 任期 。
well , it turns out that I &apos;ve been presidential chief of staff for four years and eight months ||| " 结果 是 ， 我 已 担任 总统 办公厅 主任 四年 八个 月 啦 。
Mr Ivanov took up the post in December 2011 ||| 伊万诺夫 先生 于 2011 年 12 月 担任 此职
he served previously as a deputy prime minister and defence minister ||| 在此之前 ， 他 担任 副 总理 和 国防部长
he is a member of the Russian Security Council and a former member of the KGB state security service , like Mr Putin ||| 他 是 俄罗斯 安全 委员会 的 一员 ， 还 跟 普京 先生 一样 ， 也 是 国家 安全局 前 成员
in the late 1990s , when Mr Putin was head of the Federal Security Service ( FSB ) , which replaced the KGB , Mr Ivanov was appointed as his deputy ||| 20 世纪 90 年代 末 ， 当 普京 先生 出任 联邦 安全局 （ FSB ， 前身 为 国家 安全局 ） 局长 时 ， 伊万诺夫 先生 被 任命 为 他 的 副手
when Mr Putin came to power , he named Mr Ivanov as one of the five people he trusted most ||| 普京 先生 上台 后 ， 他 又 指定 伊万诺夫 先生 为 他 最 信任 的 五人 之一
it was once thought that Mr Ivanov might become president of Russia after Mr Putin &apos;s second term , as a third term for Mr Putin would have been unconstitutional ||| 外界 曾一度 认为 伊万诺夫 先生 可能 会 在 普京 先生 第二 任期 结束 后 出任 俄罗斯 总统 ， 因为 三 连任 是 违反 宪法 的
but that post was taken by another close Putin ally , Dmitry Medvedev ||| 但是 这一 职位 最终 归属于 普京 的 另 一位 亲密 助手 德米特里 · 梅德韦 杰夫   ( Dmitry   Medvedev )
Mr Putin became prime minister , before returning to the presidency just three @-@ and @-@ a @-@ half years later ||| 在 三年 半后 重新 任职 总统 之前 ， 普京 先生 担任 俄罗斯 总理 一职
mystery as fish land in Banff garde ||| 神秘 鱼惊现   Banff   一花
a Banff man has appealed for help in identifying fish that have appeared in his garden in Banff ||| Banff   的 一位 居民 发现 有鱼 惊现 自家 花园 ， 随后 发出 了 求助
Kevin Bain thinks the 75 fish could be sand eels deposited by a waterspout ||| Kevin   Bain   认为 这 75 条鱼 可能 是 被 海上 龙卷风 刮来 的 沙鳗
Mr Bain , who lives about 500m from the sea , posted footage of the spectacle on Periscope in the hope someone could shed light on the appearance of the two @-@ inch fish ||| Bain   先生 居住 在 距离 大海 约 500 米 的 地方 ， 他 在   Periscope   上 发布 了 这 一 奇怪 场景 的 视频 ， 希望 有人 能 为 他 解释 为何 会 出现 这些 两 英寸 长 的 鱼
queensferry Crossing : bridge now connected to FIF ||| 昆斯 费里 大桥 现已 通至法
the £ 1.35bn project is now due to be complete by May 201 ||| 该 斥资 13.5 亿英镑 的 项目 计划 于 2017 年 5 月 完
engineers have joined the queensferry Crossing &apos;s north deck and viaduct - meaning the bridge is now connected to Fife ||| 工程师 们 已经 把 昆斯 费里 大桥   ( Queensferry   Crossing )   的 北 桥面 和 高架桥 连接 到 一起 ， 也就是说 大桥 如今 已通 至 法夫
it is the first of four closures between the &quot; deck fans , &quot; which are now nearing completion around each of the bridge &apos;s three towers ||| 位于 每座 大桥 三个 桥头堡 附近 的 四处 “ 桥面 风机 ” 合龙 现已 接近 竣工 ， 而 该 项目 为首 个 合龙 的 大桥
the bridge section from Fife is now 600 metres long and weighs 30,000 tonnes ||| 起 始于 法夫 的 这段 大桥 长 600 米 ， 重 30 , 000 公吨
it has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay @-@ cables ||| 它 使用 了 10 , 000 公吨 钢材 、 20 , 000 公吨 混凝土 和 46 根斜 拉索
the £ 1.35bn project is now due to be complete by May 2017 ||| 该 斥资 13.5 亿英镑 的 项目 计划 于 2017 年 5 月 完工
economy Secretary Keith Brown visited the site today and was among the first to walk from the land on to the bridge ||| 经济部长 基思 · 布朗   ( Keith   Brown )   今天 参观 了 现场 ， 成为 首批 登上 大桥 的 人 之一
he said : &quot; this is a historic and symbolic moment in the building of the queensferry Crossing ||| 他 说 ： " 这是 昆斯 费里 大桥 建造 过程 中 的 一个 历史性 时刻 。
we &apos;re all witnessing engineering on a truly epic scale on this project , with over 30,000 tonnes of concrete and steel used just to build this part of the bridge ||| 我们 都 见证 了 在 如此 宏大 项目 上 的 工程 作业 ， 光是 建造 该 大桥 的 这 一段 就 使用 了 超过 30 , 000 公吨 混凝土 和 钢材
despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up ||| 尽管 该桥 的 规模 和 重量 都 很 巨大 ， 但是 完成 高架桥 和 桥面 之间 的 合龙 却 需要 精细 作业 ， 需要 非常 精准 的 装配
overall , nearly 79 % of the total bridge deck is now in place , the final section of deck is having its concrete deck cast in Rosyth today , meaning all the deck is ready to be lifted into place on the bridge ||| 总的来说 ， 近 79% 的 总 桥面 现已 安装 完成 ， 最后 一段 桥面 的 混凝土 桥面 今天 在   Rosyth   浇注 ， 也就是说 所有 桥面 都 已 做好 就位 准备
Michael Martin , Forth Crossing Bridge Constructors project director said : &quot; the first closure on any bridge project is always a significant milestone ||| 昆斯 费里 大桥 建造 公司 项目 总监   Michael   Martin   说 ： " 不管 是 哪个 大桥 项目 ， 第一次 合龙 都 是 一个 重大 里程碑 。
on this fantastic project , this closure represents leading edge civil engineering ||| 就 该 了不起 的 项目 而言 ， 此次 合龙 展现出 前沿 的 土木工程 技术
after installing the last road deck section and connecting it to the expanding North Tower road deck , we then had to close the remaining gap on the north - or landward - side ||| 安装 最后 一段路 面板 并 将 之 连接 至 扩大 的 北桥 堡路 面板 之后 ， 接下来 需要 完成 北侧 或者 接近 陆地 一侧 的 剩余 缺口 合龙
this was done by pulling the northern approach viaduct 700 millimetres southwards ||| 完成 该项 作业 需 把 北部 高架 引桥 南移 700 毫米
this was a massive and , at the same time , very delicate operation ||| 这是 一次 规模 巨大 的 作业 ， 同时 也 是 一次 非常 精密 的 作业
massive because the viaduct is 222 metres long , weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3 % ||| 说 它 规模 巨大 ， 是因为 高架桥 长 222 米 ， 重约 6 , 000 公吨 ， 需要 拉 出 一个 约 3% 的 斜度
delicate because the tolerances the team were working to were tiny - just a few millimetres either way ||| 说 它 精密 ， 是因为 工程 团队 需要 确保 偏差 非常 之 小 ， 每 边 只有 几毫米
happily , it all went very well ||| 令人欣慰 的 是 ， 一切 都 进展 得 很 顺利
Simone Biles nails all @-@ around gold in women &apos;s gymnastic ||| 西蒙 · 拜 尔斯 摘得 女子 体操 全能 冠
forget the pressure ||| 忘掉 压力
forget the hype ||| 忘掉 炒作
Simone Biles is immune to all of it ||| 西蒙 · 拜 尔斯   ( Simone   Biles )   不受 这 一切 的 影响
dynamic on vault ||| 跳马 时 充满活力
effortless on beam ||| 平衡木 上 游刃有余
jaw @-@ dropping on floor ||| 自由体操 动作 惊艳
brilliant all over ||| 整体 表现 非常 精彩
and now , finally , an Olympic champion ||| 现在 ， 终于 成为 了 奥运冠军
the 19 @-@ year @-@ old American gymnast soared to the all @-@ around title on Thursday , putting the gap between herself and the rest of the world on full display under the Olympic spotlight ||| 这位 19 岁 的 美国 体操 运动员 周四 摘得 了 全能冠军 ， 充分 在 奥运 赛场 上 展示 了 她 在 体操 方面 领先 世界 的 天赋
her total of 62.198 was well clear of silver medalist and &quot; Final Five &quot; teammate Aly Raisman and Russian bronze medalist Aliya Mustafina ||| 她 以 62.198 的 总分 远超 银牌 得主 、 “ 终极 五人组 ” ( Final   Five )   队员 莱斯 曼   ( Aly   Raisman )   和 铜牌 得主 俄罗斯 选手 穆斯 塔芬娜   ( Aliya   Mustafina )
United States &apos; Simone Biles performs on the balance beam during the artistic gymnastics women &apos;s individual all @-@ around final at the 2016 Summer Olympics in Rio de Janeiro , Brazil , Thursday ||| 来自 美国 的 西蒙 - 拜 尔斯 于 周四 在 巴西 里约热内卢 举 的 2016 年 夏季 奥运会 的 艺术体操 女子 个人全能 决赛 上 进行 了 平衡木 表演
Biles became the fourth straight American woman to win the all @-@ around title and fifth overall while cementing her reputation as the best of her generation and perhaps ever ||| 拜 尔斯 帮助 美国队 在 奥运会 女子 体操 个人全能 上 实现 了 四连冠 ， 她 个人 在 本届 奥运会 上 共 夺得 五枚 奖牌 ， 进一步 印证 了 她 是 这 一代 ， 也 可能 是 有史以来 ， 最 优秀 的 体操 队员
she burst into tears when her final total was posted and her long journey to this moment ended ||| 当 看到 自己 总分 的 那一刻 ， 拜 尔斯 忍不住 流下 泪水 。 她 终于 结束 了 这 一 漫长 的 旅程
the achievement puts her in the same league as once @-@ in @-@ a @-@ generation athletes like Michael Phelps who have taken their sports to new heights ||| 拜 尔斯 因此 跻身 像 迈克尔 - 菲尔 普斯   ( Michael   Phelps )   一样 的 “ 几十年 一遇 运动员 ” 的 行列 ， 他们 将 各自 领域 的 体育项目 提升 到 新 高度
Biles has spent the last three years dominating her sport , winning 15 world championship medals - including 10 gold - with routines so astonishing in their mix of ambition and precision that 1984 Olympic champion Mary Lou Retton called her &quot; the greatest gymnast I &apos;ve ever seen . ||| 拜 尔斯 最近 三年 一直 称霸 赛场 ， 共 夺得 15 枚 世界 锦标赛 奖牌 ， 其中 包括 十枚 金牌 。 怀揣 志向 的 她 每日 刻苦 训练 ， 以 达到 更 高 的 精确度 。 1984 年 奥运冠军 玛莉 · 卢 · 雷顿   ( Mary   Lou   Retton )   称 ： “ 拜 尔斯 是 我 见 过 的 最 棒 的 体操 运动员 。
one last test awaited in Brazil , a contest not so much between Biles and the rest of the field but between herself and the burden of oversized expectations ||| 在 巴西 还有 最后 一场 比赛 ， 但 这场 比赛 与其说是 拜 尔斯 与 其他 体操选手 的 竞争 ， 不如说是 她 自己 与 巨大 期望 压力 之间 的 较量
anything less than heading back to her family &apos;s home in Spring , Texas , with a fistful of golds would be seen as a disappointment ||| 如果 拜 尔斯 没有 满载 金牌 回到 她 位于 德克萨斯州 斯普林 的 家 ， 大家 一定 会 非常 失望
